lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
52149,BluePeak Systems,EDU,Education,Webinar,Customer data platform,Wants a demo focused on lead scoring and integration options,Deutschland,2023-05-17,2023-02-10,34,8583525.54,59.4,7,0,NA,crm_export,1
52150,BluePeak Analytics,TECH,,Cold email,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Canada,2023-05-27,2023-09-14,29,7525567.52,50.4,3,0,needs security review,crm_export,0
52151,Acme Labs,TECH,Technology,Partner,Marketing automation,Comparing vendors for marketing automation after a failed CRM rollout,Italia,2024-08-08,2024-07-16,266,28342256.6,40.6,4,0,,crm_export,0
52152,Vertex Solutions,FIN,Finanace,Webinar,Analytics platform,Looking for analytics platform for a operations team before Q4,Italy,2022-12-16,2022-12-24,38,66882669.02,55.1,4,0,needs security review,crm_export,0
52153,BluePeak Solutions,RETL,Retial,Referral,Marketing automation,Wants a demo focused on reporting and integration options,Great Britain,,2021-12-01,37,48302608.25,80.0,4,0,needs security review,crm_export,1
52154,Nova Solutions,HLTH,Healthcare,Cold email,Data warehouse,Wants a demo focused on reporting and integration options,India,2022-07-02,2022-04-15,96,12095794.69,62.7,8,1,,crm_export,1
52155,BluePeak Labs,TRVL,Travel,Conference,Analytics platform,Asked about pricing for analytics platform and onboarding support,Germany,2021-11-19,2021-04-26,108,8478460.18,91.6,5,0,NA,crm_export,1
52156,Nimbus Group,TECH,Technology,Conference,Forecasting dashboard,Wants a demo focused on reporting and integration options,Espana,NA,2023-05-14,15,1468371.8,27.6,2,0,,crm_export,0
52157,Nimbus Group,MEDIA,Media,Conference,Analytics platform,Comparing vendors for analytics platform after a failed warehouse rollout,UK,2024-03-06,2024-04-04,19,974080.81,64.0,3,0,NA,crm_export,0
52158,Vertex Group,TRVL,Trave,Referral,Analytics platform,Asked about pricing for analytics platform and onboarding support,Brasil,2023-08-07,2023-10-05,175,11772647.32,90.3,4,1,,crm_export,0
52159,Summit Labs,TECH,Technology,Partner,Customer data platform,"Procurement requested details about lead scoring, pricing, and security",Italia,NA,2025-12-07,197,29897513.17,82.6,5,0,,crm_export,1
52160,Nova Labs,TECH,Technology,Conference,Marketing automation,Wants a demo focused on reporting and integration options,Spain,2025-08-19,2025-03-02,68,,28.4,4,1,,crm_export,1
52161,Summit Solutions,TECH,Technology,Webinar,Forecasting dashboard,Needs help replacing legacy warehouse with forecasting dashboard,Australia,2024-08-25,2024-01-25,136,19420082.04,32.8,8,0,needs security review,crm_export,0
52162,Nimbus Systems,TRVL,Travel,NA,Customer data platform,Looking for customer data platform for a marketing team before Q2,Canada,2023-11-24,2023-10-11,69,10673273.44,48.8,7,0,needs security review,crm_export,0
52163,Summit Labs,MEDIA,Media,Webinar,Customer data platform,Needs help replacing legacy CRM with customer data platform,Espana,2024-09-07,2024-05-16,23,18893277.41,45.9,3,1,,crm_export,1
52164,Nova Group,RETL,Retail,Paid search,Marketing automation,Asked about pricing for marketing automation and onboarding support,India,2021-02-21,2021-04-24,18,924808.73,NA,5,0,NA,crm_export,0
52165,Nimbus Solutions,TRVL,Travel,Conference,Security audit,Looking for security audit for a data team before Q1,Australia,2023-05-01,2023-05-24,350,5047814.49,73.5,4,0,,crm_export,0
52166,Acme Labs,RETL,Retail,Website,Marketing automation,Asked about pricing for marketing automation and onboarding support,United States of America,2022-08-13,2022-08-16,17,13589720.88,40.4,3,0,,crm_export,1
52167,Nova Systems,TECH,Technology,Referral,CRM integration,"Procurement requested details about forecasting, pricing, and security",Brazil,2021-01-07,2021-03-25,18,24976605.18,53.8,6,0,needs security review,crm_export,0
52168,Nimbus Solutions,MEDIA,Meda,Referral,Security audit,Comparing vendors for security audit after a failed warehouse rollout,UK,2024-06-28,2024-01-09,94,6483667.39,95.4,1,0,,crm_export,0
52169,Nova Systems,TECH,Technology,Paid search,Forecasting dashboard,Looking for forecasting dashboard for a finance team before Q4,Brazil,2021-02-28,2021-01-17,11,2434020.21,56.0,8,0,,crm_export,1
52170,Summit Systems,TECH,Technology,Paid search,CRM integration,Needs help replacing legacy BI tool with crm integration,Espana,2024-07-10,2024-04-14,19,16745780.19,60.6,4,1,,crm_export,1
52171,Acme Analytics,HLTH,Healthcare,Website,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,France,2021-07-21,2021-11-26,152,2087008.07,73.0,6,1,asked about pricing,crm_export,1
52172,BluePeak Solutions,EDU,Educaton,Conference,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Australia,2024-10-11,2024-10-19,49,17178134.55,39.9,7,1,follow up next quarter,crm_export,1
52173,Summit Solutions,TRVL,,LinkedIn,CRM integration,Asked about pricing for crm integration and onboarding support,Deutschland,2025-10-10,2025-07-03,62,10523079.23,44.9,3,0,,crm_export,0
52174,Summit Analytics,MEDIA,Media,Website,Security audit,Looking for security audit for a sales team before Q4,India,2023-11-24,,115,13755264.11,NA,1,0,NA,crm_export,1
52175,Acme Systems,TRVL,Travel,LinkedIn,Marketing automation,Asked about pricing for marketing automation and onboarding support,USA,2024-03-05,2024-08-09,40,204438211.1,45.8,6,0,NA,crm_export,0
52176,Vertex Solutions,HLTH,Healthcare,Paid search,Forecasting dashboard,Looking for forecasting dashboard for a operations team before Q4,Canada,2024-05-23,2024-01-09,170,37231547.82,80.4,3,0,,crm_export,0
52177,Nova Solutions,HLTH,Healtcare,LinkedIn,CRM integration,"Procurement requested details about forecasting, pricing, and security",Australia,2025-03-19,2025-01-01,37,4542092.52,55.7,7,0,NA,crm_export,1
52178,BluePeak Group,TECH,Technology,Conference,Marketing automation,"Procurement requested details about forecasting, pricing, and security",Australia,2024-09-24,2024-05-21,16,,41.7,5,0,,crm_export,1
52179,Nimbus Solutions,TRVL,Travel,LinkedIn,Customer data platform,Needs help replacing legacy warehouse with customer data platform,Australia,2023-08-26,2023-04-09,135,14020612.28,42.8,7,0,,crm_export,0
52180,BluePeak Group,TECH,Technology,Website,Data warehouse,Comparing vendors for data warehouse after a failed spreadsheet rollout,Great Britain,2021-08-16,2021-12-24,225,6327817.08,99.5,7,0,follow up next quarter,crm_export,1
52181,Nova Analytics,MEDIA,Media,LinkedIn,Forecasting dashboard,Looking for forecasting dashboard for a data team before Q2,India,2025-11-08,2025-09-26,82,,61.0,5,1,needs security review,crm_export,0
52182,Vertex Solutions,MEDIA,Meda,Conference,Data warehouse,Looking for data warehouse for a operations team before Q3,United Kingdom,2024-08-07,2024-05-13,60,24103901.31,49.4,8,0,needs security review,crm_export,0
52183,Summit Group,MEDIA,Meda,,CRM integration,Asked about pricing for crm integration and onboarding support,Italia,2025-05-25,2025-01-20,266,16851736.59,65.4,7,0,,crm_export,1
52184,Summit Group,RETL,Retail,Referral,Data warehouse,"Procurement requested details about forecasting, pricing, and security",United States of America,2021-09-17,2021-09-26,173,22658527.59,NA,1,0,,crm_export,0
52185,Summit Analytics,RETL,Retail,Conference,Forecasting dashboard,Looking for forecasting dashboard for a data team before Q4,Australia,2023-02-26,2023-02-11,100,5425170.5,46.0,3,0,asked about pricing,crm_export,0
52186,Summit Systems,RETL,Retail,Referral,Security audit,Comparing vendors for security audit after a failed spreadsheet rollout,Italia,2022-06-21,2022-01-25,104,3062633.07,NA,3,0,follow up next quarter,crm_export,0
52187,Summit Labs,MFG,Manufacturing,Website,Security audit,Comparing vendors for security audit after a failed warehouse rollout,Italy,2023-01-06,2023-05-23,22,,56.3,3,0,follow up next quarter,crm_export,0
52188,Nova Solutions,FIN,Finance,Conference,Data warehouse,Wants a demo focused on reporting and integration options,India,2025-02-21,2025-11-04,109,5737854.32,79.9,6,0,,crm_export,1
52189,Acme Analytics,EDU,Education,Referral,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed warehouse rollout,Canada,2023-05-28,2023-11-22,37,4970904.01,74.3,1,0,asked about pricing,crm_export,1
52190,Nimbus Labs,RETL,Retail,Cold email,Forecasting dashboard,Wants a demo focused on lead scoring and integration options,Australia,2022-08-06,2022-03-24,37,24217665.36,71.9,4,0,,crm_export,0
52191,Vertex Analytics,EDU,Educaton,Webinar,Data warehouse,Asked about pricing for data warehouse and onboarding support,Italy,2025-08-16,2025-10-26,38,1250852.69,53.7,5,0,,crm_export,1
52192,Acme Systems,TECH,Technology,Partner,Analytics platform,Looking for analytics platform for a sales team before Q4,India,2025-05-19,2025-10-17,153,18792920.78,42.3,3,0,,crm_export,0
52193,Acme Analytics,FIN,Finance,Cold email,Customer data platform,Wants a demo focused on lead scoring and integration options,Canada,2024-10-15,2024-10-17,33,571412.66,43.4,5,1,needs security review,crm_export,0
52194,Vertex Analytics,TECH,Technology,Website,CRM integration,Needs help replacing legacy BI tool with crm integration,Spain,2025-09-16,2025-07-28,31,23706118.05,59.9,5,0,follow up next quarter,crm_export,1
52195,Nova Labs,EDU,Education,LinkedIn,Data warehouse,Needs help replacing legacy CRM with data warehouse,Canada,2023-05-11,2023-09-22,46,10296807.24,52.1,5,0,follow up next quarter,crm_export,1
52196,BluePeak Labs,RETL,Retail,Webinar,Customer data platform,Asked about pricing for customer data platform and onboarding support,France,2025-06-18,2025-07-05,60,22923433.49,79.3,4,0,,crm_export,0
52197,Nova Systems,MEDIA,Media,Referral,Customer data platform,Looking for customer data platform for a data team before Q4,India,2024-10-03,2024-10-28,100,4237726.89,64.4,3,1,,crm_export,0
52198,Nova Systems,TECH,Technology,Paid search,Forecasting dashboard,Looking for forecasting dashboard for a operations team before Q3,Australia,2021-08-24,2021-07-16,499,17460910.58,42.6,7,0,follow up next quarter,crm_export,0
52199,BluePeak Solutions,HLTH,Healthcare,Referral,Customer data platform,Looking for customer data platform for a data team before Q3,Italy,2024-01-06,2024-08-17,185,2871881.83,45.3,8,0,,crm_export,0
52200,Nova Analytics,RETL,Retail,,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed CRM rollout,United Kingdom,2021-06-27,2021-10-05,22,2572592.7,39.4,6,1,,crm_export,0
52201,Vertex Analytics,MEDIA,Media,Partner,CRM integration,Needs help replacing legacy warehouse with crm integration,India,2023-11-01,2023-03-08,20,48221561.09,42.6,5,0,follow up next quarter,crm_export,0
52202,Nimbus Analytics,EDU,Education,Referral,Forecasting dashboard,Looking for forecasting dashboard for a finance team before Q2,U.K.,2025-08-04,2025-04-14,195,3131121.13,97.7,4,1,,crm_export,0
52203,Acme Labs,RETL,Retail,Website,CRM integration,Looking for crm integration for a operations team before Q3,Great Britain,2023-02-15,2023-05-19,46,1039041.87,72.5,5,0,,crm_export,1
52204,Nimbus Labs,TRVL,Trave,Website,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,U.K.,2022-08-17,2022-04-06,14,15122909.3,16.0,6,0,asked about pricing,crm_export,0
52205,Nova Group,HLTH,Healtcare,Website,Marketing automation,Asked about pricing for marketing automation and onboarding support,Spain,2022-12-08,2022-02-08,130,16974446.37,79.7,8,0,follow up next quarter,crm_export,1
52206,Nimbus Labs,MFG,Manufacturing,NA,Security audit,Wants a demo focused on lead scoring and integration options,Australia,2022-11-08,2022-06-10,58,12194481.38,47.1,3,0,,crm_export,1
52207,Summit Analytics,TECH,Technology,Website,Marketing automation,Looking for marketing automation for a operations team before Q3,Italy,2025-09-01,2025-03-20,66,8239521.5,43.6,6,1,follow up next quarter,crm_export,1
52208,BluePeak Group,FIN,Finance,Cold email,Data warehouse,Wants a demo focused on compliance and integration options,United States,2025-08-15,2025-04-13,23,32757519.83,55.4,3,1,,crm_export,1
52209,Acme Systems,FIN,Finanace,Webinar,CRM integration,Comparing vendors for crm integration after a failed warehouse rollout,India,2023-11-05,2023-08-23,14,1426727.17,52.3,5,0,follow up next quarter,crm_export,0
52210,Summit Labs,MFG,Manufacturing,Conference,Analytics platform,Looking for analytics platform for a finance team before Q1,Espana,2021-04-13,2021-02-19,33,1493920.1,90.8,7,0,NA,crm_export,0
52211,Nova Analytics,MEDIA,,Website,Data warehouse,Asked about pricing for data warehouse and onboarding support,India,2022-06-14,2022-08-21,293,14939436.26,57.5,3,1,,crm_export,0
52212,Summit Group,MFG,Manufacturing,NA,CRM integration,Asked about pricing for crm integration and onboarding support,Italy,2021-01-08,2021-09-17,90,7127113.56,67.4,5,0,asked about pricing,crm_export,0
52213,Nimbus Group,RETL,Retail,Paid search,Forecasting dashboard,Wants a demo focused on reporting and integration options,Italy,2021-04-26,2021-10-28,188,17868979.83,30.6,1,0,follow up next quarter,crm_export,0
52214,Nimbus Analytics,HLTH,Healthcare,Partner,Analytics platform,Needs help replacing legacy BI tool with analytics platform,Spain,2023-08-16,2023-02-17,71,10551646.59,22.2,5,0,asked about pricing,crm_export,0
52215,Nimbus Group,EDU,Education,Partner,Data warehouse,Comparing vendors for data warehouse after a failed spreadsheet rollout,U.S.,2021-02-19,2021-10-25,258,2049356.22,96.4,6,0,asked about pricing,crm_export,0
52216,Summit Solutions,MFG,Manufactring,Webinar,Security audit,Needs help replacing legacy warehouse with security audit,Canada,2022-07-03,2022-06-03,103,,40.2,4,0,needs security review,crm_export,0
52217,Acme Solutions,HLTH,Healthcare,Cold email,CRM integration,"Procurement requested details about compliance, pricing, and security",Espana,2023-11-27,,17,115888596.59,56.9,8,1,,crm_export,0
52218,Summit Solutions,HLTH,Healthcare,LinkedIn,Analytics platform,"Procurement requested details about compliance, pricing, and security",Australia,2024-12-15,2024-04-14,70,8619029.4,89.7,4,0,follow up next quarter,crm_export,0
52219,BluePeak Labs,TECH,Technology,Partner,Security audit,"Procurement requested details about lead scoring, pricing, and security",Brazil,2024-01-10,2024-02-18,130,2367280.25,96.7,6,0,NA,crm_export,1
52220,BluePeak Solutions,EDU,Education,Website,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",United Kingdom,2023-08-17,2023-10-02,39,2331317.23,12.3,2,1,,crm_export,0
52221,Acme Group,MFG,Manufacturing,,CRM integration,Asked about pricing for crm integration and onboarding support,Australia,2023-11-23,2023-01-26,41,7705752.83,44.1,2,0,,crm_export,0
52222,Vertex Solutions,MEDIA,Meda,Paid search,Security audit,Needs help replacing legacy warehouse with security audit,Brazil,2024-03-27,2024-06-26,66,,61.9,4,0,,crm_export,0
52223,Nimbus Group,TRVL,Travel,Webinar,Data warehouse,Looking for data warehouse for a data team before Q2,Italy,2024-11-08,2024-12-08,13,795981.42,48.3,7,1,NA,crm_export,0
52224,Nova Solutions,TRVL,Trave,Webinar,Forecasting dashboard,Needs help replacing legacy CRM with forecasting dashboard,India,2024-09-10,2024-09-05,135,2297107.0,53.2,4,1,asked about pricing,crm_export,0
52225,Vertex Analytics,MFG,Manufactring,Partner,Forecasting dashboard,Needs help replacing legacy CRM with forecasting dashboard,Brazil,2024-02-08,2024-05-04,22,3378112.34,73.3,5,1,needs security review,crm_export,1
52226,Summit Labs,TRVL,Travel,LinkedIn,Customer data platform,"Procurement requested details about compliance, pricing, and security",India,2025-01-15,2025-09-21,65,20204051.53,47.9,4,1,follow up next quarter,crm_export,1
52227,Nova Systems,MEDIA,Media,NA,Data warehouse,Looking for data warehouse for a marketing team before Q3,Australia,2023-11-11,2023-06-08,22,,90.1,3,0,,crm_export,0
52228,BluePeak Group,MEDIA,Media,Cold email,Customer data platform,Wants a demo focused on forecasting and integration options,France,2023-06-06,2023-10-22,70,2774626.22,74.8,2,0,,crm_export,0
